,ID,Name,Nationality,Club,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
777,229288,R. de Boer,Netherlands,AZ Alkmaar,70,63,61,60,70
778,47020,K. Begois,Belgium,FC Groningen,64,66,65,71,65
779,222129,A. Co?elev,Moldova,Fortuna Sittard,68,67,66,67,68
780,230321,Rafael de Aseiro,Brazil,Sport Club do Recife,67,59,58,68,71
781,191924,Lee Bum Young,Korea Republic,Gangwon FC,68,66,63,62,69
782,216245,L. C?rdenas,Mexico,Quer?taro,68,67,67,65,68
783,219836,Rub?n Y??ez,Spain,Getafe CF,67,65,61,67,69
784,177340,P. Frattali,Italy,Parma,65,66,63,68,66
785,210366,N. Lomb,Germany,SV Sandhausen,70,63,65,64,71
786,231878,T. Miller,United States,Los Angeles FC,68,65,66,66,67
787,214983,M. Ib??ez,Argentina,Club Atl?tico Lan?s,69,64,62,67,69
788,201940,Z. MacMath,United States,Colorado Rapids,68,65,55,67,69
789,234197,I. Groothuizen,Netherlands,ADO Den Haag,65,63,66,66,67
790,202199,G. Long,England,Hull City,68,66,64,66,69
791,230872,M. Svilar,Belgium,SL Benfica,71,59,63,62,70
792,171490,S. Aresti,Italy,Cagliari,66,65,61,69,65
793,202469,D. Bingham,United States,LA Galaxy,68,63,71,65,69
794,179685,C. Seitz,United States,Houston Dynamo,67,61,71,69,67
795,214503,L. Delgado,Colombia,Atl?tico Bucaramanga,63,65,68,69,68
796,213736,J. Gonzalez,United States,FC Dallas,68,65,64,65,69
797,53736,L. Camp,Northern Ireland,Birmingham City,65,65,71,65,67
798,190698,J. Buri?,Bosnia Herzegovina,Lech Pozna?,65,64,60,65,68
799,186611,M. Vigorito,Italy,Lecce,66,64,62,64,73
800,204534,N. Ramos,Colombia,Atl?tico Bucaramanga,62,71,73,67,65
801,224761,T. Loska,Poland,G?rnik Zabrze,70,63,57,63,72
802,207610,R. Meara,Republic of Ireland,New York Red Bulls,66,65,64,68,70
803,220944,J. Wildsmith,England,Sheffield Wednesday,69,65,67,66,69
804,200209,N. Larsen,Denmark,FC Nordsjælland,67,66,60,66,70
805,243985,Manu Garc?a,Spain,Extremadura UD,67,64,54,62,69
806,193302,F. Kurto,Poland,Wellington Phoenix,68,62,59,64,68
807,192792,P. Kov??,Czech Republic,SK Slavia Praha,66,59,69,61,72
808,221468,Son Jeong Hyeon,Korea Republic,Gyeongnam FC,69,64,64,64,67
809,195356,M. Dela?,Croatia,AC Horsens,67,67,63,65,68
810,195357,F. Farnolle,Benin,Yeni Malatyaspor,67,64,65,66,64
811,213536,M. Cr?peau,Canada,,68,61,59,67,69
812,230177,Jailson Acuna,Brazil,Sport Club do Recife,57,74,77,63,68
813,163621,B. Alnwick,England,Bolton Wanderers,67,60,60,62,71
814,183596,E. Domaschke,Germany,SV Meppen,64,66,67,63,66
815,243759,I. Arce,Argentina,San Martin de Tucum?n,66,65,62,63,68
816,222263,N. Jackers,Belgium,KRC Genk,67,65,59,63,66
817,235582,L. Badiashile,France,AS Monaco,67,65,65,65,67
818,235073,G. Kobel,Switzerland,TSG 1899 Hoffenheim,70,64,55,63,68
819,205378,B. Valette,France,N?mes Olympique,69,64,64,67,67
820,215363,L. Montip?,Italy,Benevento,65,64,60,62,72
821,235590,P. Sisniega,Mexico,Real Sociedad,63,71,64,67,63
822,181831,Yang Cheng,China PR,Hebei China Fortune FC,64,64,67,66,65
823,117063,N. Douchez,France,Red Star FC,64,65,65,66,64
824,214088,C. Dawson,England,Sheffield Wednesday,65,66,60,60,72
825,155980,D. Bi??k,Czech Republic,Sparta Praha,66,64,63,64,65
826,231244,E. Res?ndez,Mexico,Monterrey,64,64,64,65,68
827,224592,F. Perucchini,Italy,Ascoli,69,62,60,67,68
828,234577,Diogo Costa,Portugal,FC Porto,67,62,49,64,71
829,162901,C. Doyle,Republic of Ireland,Heart of Midlothian,67,66,58,65,66
830,189013,M. Buchalik,Poland,Wisła Krak?w,64,62,56,68,68
831,228182,M. El-Shenawy,Egypt,,69,66,60,66,66
832,232790,H. Iikura,Japan,Yokohama F. Marinos,64,67,58,69,63
833,173401,A. Vanins,Latvia,FC Z?rich,69,63,66,64,68
834,236378,A. Plizzari,Italy,Milan,68,68,59,62,72
835,116314,D. Martin,England,Millwall,66,62,66,66,65
836,215132,S. Moyano,Argentina,Gimnasia y Esgrima La Plata,65,66,64,65,71
837,209757,V. Janjetovi?,Australia,Western Sydney Wanderers,66,60,63,64,68
838,155998,T. ?ern?,Czech Republic,Aberdeen,64,64,63,66,64
839,183646,M. Kobras,Austria,SCR Altach,68,62,56,65,70
840,207712,N. Bertrams,Netherlands,FC Nordsjælland,66,65,63,64,66
841,217696,A. Doukha,Algeria,Al Raed,67,62,62,62,71
842,241248,Wang Zhuo,China PR,Guizhou Hengfeng FC,62,68,67,62,73
843,243554,Basilio,Spain,CF Rayo Majadahonda,64,68,53,69,65
844,223082,W. Norris,England,Wolverhampton Wanderers,68,64,61,64,70
845,173165,N. Ravaglia,Italy,US Cremonese,63,65,57,66,69
846,101488,D. Haas,Germany,FC Erzgebirge Aue,66,65,57,64,66
847,188272,Magno Novaes,Brazil,AS B?ziers,67,64,72,66,62
848,244340,R. Vodi?ek,Slovenia,Genoa,68,62,61,63,69
849,241781,M. Awad,Egypt,Al Wehda,68,66,61,65,70
850,171895,F. Canales,Mexico,Lobos BUAP,63,65,63,65,63
851,208764,Z. Alomerovi?,Serbia,Lechia Gda?sk,65,63,64,64,69
852,186494,M. Oxley,England,Southend United,67,66,65,66,68
853,234371,R. Descamps,France,Clermont Foot 63,68,65,60,66,64
854,121988,L. Kruse,Germany,Eintracht Braunschweig,66,64,55,65,70
855,222342,Gu Chao,China PR,Jiangsu Suning FC,70,64,67,57,68
856,208778,N. Manfredini,Italy,Spezia,69,64,63,63,69
857,244363,Daniel Fuzato,Brazil,Roma,63,65,60,70,65
858,27532,D. de Vries,Netherlands,Celtic,65,66,71,63,66
859,198285,L. Nicholls,England,Milton Keynes Dons,68,62,64,61,70
860,223885,A. N?bel,Germany,FC Schalke 04,65,62,63,63,69
861,232847,Y. Akimoto,Japan,Shonan Bellmare,68,67,62,64,63
862,211604,L. Roberts,England,Walsall,66,64,65,66,68
863,235925,G. G?mez,Argentina,Racing Club,68,60,68,66,69
864,230038,A. Maisonnial,France,FC Sion,70,66,62,64,68
865,234646,C. Riegler,Austria,SKN St. P?lten,66,64,59,63,70
866,182422,Zhang Lu,China PR,Tianjin Quanjian FC,66,64,70,61,64
867,214680,G. Gallon,France,US Orl?ans Loiret Football,67,64,62,64,69
868,136601,Kim Yong Dae,Korea Republic,Ulsan Hyundai FC,66,66,68,66,66
869,220058,D. Phillips,England,Charlton Athletic,67,63,58,67,71
870,205724,I. Lanni,Italy,Ascoli,71,61,55,60,69
871,176540,B. Castillo,Colombia,Atl?tico Huila,60,66,64,73,63
872,213407,M. Macey,England,Plymouth Argyle,63,66,67,64,68
873,216750,P. Carlgren,Sweden,Randers FC,69,60,55,63,68
874,225710,S. Sy,Senegal,AS Monaco,68,65,68,65,65
875,214704,C. Guerra,Chile,Uni?n Espa?ola,63,65,62,65,68
876,183477,M. ?t?ch,Czech Republic,Luton Town,64,65,66,69,70
877,199867,Milton Raphael,Brazil,Vit?ria de Set?bal,68,66,64,64,65
878,211132,Andr?s Prieto,Spain,M?laga CF,64,66,65,69,67
879,225983,S. Mpontshane,South Africa,Orlando Pirates,66,63,62,65,73
880,219584,L. Lezzerini,Italy,Venezia FC,67,60,60,64,70
881,139213,L. Michel,Mexico,Club Tijuana,64,66,67,63,63
882,223438,T. Renault,France,US Orl?ans Loiret Football,66,64,61,66,68
883,236241,G. Viscarra,Bolivia,,67,64,68,70,67
884,213719,A. Kann,United States,Atlanta United,65,66,62,66,64
885,162265,R. Cierzniak,Poland,Legia Warszawa,67,64,60,69,65
886,201179,A. Donnarumma,Italy,Milan,70,62,51,59,74
887,210140,A. Al Mayoof,Saudi Arabia,Al Hilal,63,66,64,65,66
888,235740,A. Paleari,Italy,Cittadella,66,64,65,67,70
889,241119,Dani Mart?n,Spain,Real Sporting de Gij?n,64,65,65,64,69
890,215522,A. Schlager,Austria,LASK Linz,67,65,63,64,68
891,199909,P. Pervan,Austria,VfL Wolfsburg,66,68,65,67,66
892,181733,A. Lukse,Austria,SCR Altach,66,64,60,66,68
893,202215,J. Willis,United States,Houston Dynamo,68,65,60,68,65
894,244969,Z. Laaroubi,Morocco,Ohod Club,66,70,62,67,65
895,202988,Ryu Won Woo,Korea Republic,Pohang Steelers,67,64,65,65,67
896,204269,Z. Clark,Scotland,St. Johnstone FC,66,62,60,64,74
897,215533,S. Stevens,Netherlands,Excelsior,67,67,59,61,64
898,155886,S. Henderson,Republic of Ireland,Nottingham Forest,66,63,70,64,62
899,239342,H. Koffi,Burkina Faso,LOSC Lille,69,59,62,63,70
900,223727,C. MacGillivray,England,Portsmouth,67,64,67,64,68
901,231664,J. Aguirre,Colombia,Atl?tico Bucaramanga,70,60,64,60,71
902,211953,R. Vollath,Germany,KFC Uerdingen 05,65,62,60,68,69
903,192500,E. Barli,Norway,Ranheim Fotball,67,62,61,64,67
904,112373,A. Balijon,France,Le Havre AC,65,64,61,69,67
905,210422,K. Kami?ski,Poland,J?bilo Iwata,68,66,66,68,63
906,246010,?lex Cobo,Spain,Deportivo de La Coru?a,65,68,60,65,67
907,234748,Gu Sung Yun,Korea Republic,Hokkaido Consadole Sapporo,64,61,60,67,68
908,210941,Lee Chang Geun,Korea Republic,Jeju United FC,66,64,64,64,68
909,243197,C. Knett,Austria,FC Wacker Innsbruck,65,63,60,64,70
910,232191,Lee Ho Seung,Korea Republic,Jeonnam Dragons,65,65,63,65,65
911,225282,J. Devecchi,Argentina,San Lorenzo de Almagro,65,62,59,64,67
912,235266,C. Fr?chtl,Germany,FC Bayern M?nchen,68,65,66,64,68
913,221700,No Dong Geon,Korea Republic,Suwon Samsung Bluewings,68,57,65,63,71
914,221704,S. Rom?n,Colombia,Once Caldas,64,60,59,66,72
915,181001,B. Knighton,United States,New England Revolution,67,65,63,64,60
916,118794,A. Lonergan,England,Middlesbrough,65,62,52,65,67
917,171019,D. Forde,Republic of Ireland,Cambridge United,64,65,64,68,63
918,221964,Wu Yake,China PR,Changchun Yatai FC,66,61,61,67,63
919,209166,M. Malaeka,Saudi Arabia,Al Faisaly,65,63,66,62,67
920,110606,A. Mannus,Northern Ireland,Shamrock Rovers,66,66,62,68,63
921,207633,J. Haugaard,Denmark,Stoke City,65,64,62,61,66
922,220433,?scar Whalley,Spain,Aarhus GF,66,65,68,63,66
923,183827,J. Deumeland,Germany,IK Start,65,65,66,62,66
924,216597,V. Vries,Namibia,Kaizer Chiefs,69,61,62,58,70
925,212247,O. Schnitzler,Germany,SC Preußen M?nster,64,62,65,62,67
926,229402,D. Castillo,Chile,CD Universidad de Concepci?n,66,63,60,67,68
927,200989,M. Schulze Niehues,Germany,SC Preußen M?nster,64,65,62,66,63
928,170785,G. Faivre,Switzerland,FC Thun,65,67,62,67,64
929,175141,D. Ovono,Gabon,Paris FC,67,58,64,65,70
930,157734,A. Jaakkola,Finland,Reading,68,61,60,67,68
931,203815,P. Delecroix,France,FC Metz,64,65,62,66,65
932,188968,G. Marinelli,Argentina,Club Atl?tico Tigre,65,62,66,65,67
933,214314,A. Otero,Colombia,Patriotas Boyac? FC,55,70,69,75,58
934,183597,A. Stolz,Germany,TSG 1899 Hoffenheim,69,67,66,63,63
935,223792,T. Knoflach,Austria,SK Rapid Wien,66,60,61,65,71
936,214578,S. Avellaneda,Colombia,Boyac? Chic? FC,68,61,52,62,71
937,183347,J. Leutwiler,Canada,Blackburn Rovers,65,62,63,66,67
938,184630,L. Daniels,England,Brentford,65,60,63,60,75
939,214587,J. Deschamps,Chile,Curic? Unido,66,61,63,65,61
940,204349,I. ?ehi?,Bosnia Herzegovina,BB Erzurumspor,61,66,66,71,67
941,192317,J. Steer,England,Charlton Athletic,66,63,61,62,69
942,208958,K. Sharahili,Saudi Arabia,Al Faisaly,66,60,64,67,66
943,231489,A. Keita,Guinea,?stersunds FK,74,59,77,50,71
944,213314,Ham Seok Min,Korea Republic,Gangwon FC,65,64,68,65,65
945,232003,M. Sol?s,Colombia,Independiente Santa Fe,61,64,72,67,62
946,244547,D. Merelli,Italy,Padova,66,64,62,61,68
947,217156,Zhang Lie,China PR,Beijing Renhe FC,64,65,65,65,62
948,227909,J. McCarthy,United States,Philadelphia Union,66,64,58,63,68
949,203849,C. Cropper,United States,New England Revolution,68,63,62,62,68
950,107084,M. Langer,Austria,FC Schalke 04,64,62,60,67,65
951,199245,G. Allison,Mexico,Cruz Azul,64,66,65,65,64
952,200525,S. Walker,England,Reading,68,63,61,65,67
953,235856,Y. Marillat,France,AS B?ziers,64,64,66,66,66
954,204883,B. Samba,France,Stade Malherbe Caen,66,62,57,61,67
955,210772,P. Drewes,Germany,FC W?rzburger Kickers,68,63,64,63,62
956,240212,D. Petkovi?,Montenegro,FC Lorient,66,62,63,65,67
957,244827,A. Duarte,Peru,Lobos BUAP,70,72,56,63,60
958,183643,L. K?nigshofer,Austria,SpVgg Unterhaching,66,61,53,64,66
959,224348,L. Hoyos,Argentina,V?lez Sarsfield,70,59,58,60,72
960,244316,Lu?s Maximiano,Portugal,Sporting CP,67,64,69,63,67
961,182365,J. Jones,England,Wigan Athletic,66,64,64,63,67
962,240751,G. Poussin,France,FC Girondins de Bordeaux,65,64,63,64,66
963,188278,M. Birighitti,Australia,Melbourne City FC,66,63,64,64,69
964,225149,J. Butez,France,Royal Excel Mouscron,65,61,70,64,66
965,239999,Pedro Silva,Portugal,CD Tondela,69,58,59,59,67
966,244607,M. Giannikoglou,Greece,AEK Athens,66,62,64,60,70
967,233088,G. Rehak,Argentina,Independiente,65,64,60,65,63
968,224130,J. Vickers,England,Lincoln City,67,63,62,62,64
969,152456,S. Brown,England,Port Vale,65,63,60,65,63
970,162952,M. Caranta,Argentina,Club Atl?tico Talleres,54,69,66,67,62
971,178312,D. Bassi,Italy,Spezia,65,61,58,66,66
972,201353,J. Kempin,United States,Columbus Crew SC,67,65,68,64,66
973,186508,A. Østbø,Norway,Rosenborg BK,63,64,62,61,67
974,225678,H. Piedra,Ecuador,,64,65,66,66,67
975,140183,S. Narazaki,Japan,Nagoya Grampus,64,63,62,67,63
976,201112,J. Słowik,Poland,?l?sk Wrocław,69,56,48,70,68
977,220314,O. Marciano,Israel,Hibernian,65,63,57,62,67
978,217502,A. Kofler,Austria,Wolfsberger AC,64,68,59,68,65
979,241831,M. Hildebrandt,United States,Atlanta United,67,61,61,63,65
980,202921,J. Gleeson,New Zealand,Portland Timbers,65,65,64,63,63
981,222639,R. Ram?rez,Argentina,Godoy Cruz,66,64,58,63,68
982,224175,M. de Fockert,Netherlands,Excelsior,63,65,64,67,65
983,213428,C. Irwin,United States,Toronto FC,66,64,64,63,64
984,223925,A. Brunst,Germany,1. FC Magdeburg,67,64,60,60,67
985,184763,Y. Thuram,France,Le Havre AC,66,62,60,64,66
986,217277,?ngel Galv?n,Spain,CD Tenerife,67,66,61,62,63
987,224702,Liu Dianzuo,China PR,Guangzhou Evergrande Taobao FC,64,64,70,62,65
988,184254,J. Ayala,Argentina,Rosario Central,67,66,65,58,68
989,157888,Q. Westberg,United States,AJ Auxerre,66,63,61,63,64
990,233156,S. Arai,Japan,Kawasaki Frontale,66,63,58,63,66
991,233157,N. Medvedev,Russia,Lokomotiv Moscow,62,69,62,64,63
992,189387,T. Mickel,Germany,Hamburger SV,65,62,65,62,66
993,125132,B. K?rk,Turkey,Akhisar Belediyespor,68,61,68,62,64
994,214222,L. Giovini,Argentina,Uni?n La Calera,63,62,62,68,63
995,203215,A. Cairns,England,Fleetwood Town,63,61,58,64,66
996,198355,S. Clark,United States,Portland Timbers,63,63,63,65,63
997,204502,M. Ingram,England,Queens Park Rangers,69,64,62,63,68
998,235990,Markel Areitio,Spain,SD Eibar,64,65,62,65,67
999,181976,Yang Zhi,China PR,Beijing Sinobo Guoan FC,62,65,62,64,63
1000,216540,W. Eskelinen,Sweden,GIF Sundsvall,66,64,58,66,66
1001,181468,D. Bouzanis,Australia,PEC Zwolle,65,62,66,64,64
1002,196316,B. Maubleu,France,Grenoble Foot 38,65,64,57,66,65
1003,178143,E. Birni?an,Turkey,Kasimpa?a SK,58,60,53,73,72
1004,236515,?lvaro,Spain,Extremadura UD,67,60,57,64,66
1005,225511,C. Trueman,England,Birmingham City,66,64,61,63,68
1006,205288,Fernando,Spain,UD Almer?a,67,62,56,60,68
1007,214762,N. Avellaneda,Argentina,Defensa y Justicia,62,64,63,65,68
1008,51694,H. Opdal,Norway,IK Start,62,63,64,64,65
1009,223732,A. Damen,Netherlands,Excelsior,67,58,65,67,64
1010,244987,M. ?lvarez,Argentina,Independiente,67,60,55,75,65
1011,232447,Y. Rokutan,Japan,Shimizu S-Pulse,64,66,58,63,63
1012,176384,M. Gostomski,Poland,Cracovia,64,60,55,64,68
1013,228613,F. Al Masrahi,Saudi Arabia,Al Qadisiyah,63,62,59,64,65
1014,229127,J. Teunckens,Belgium,Royal Antwerp FC,68,63,56,55,68
1015,217096,J. Lumley,England,Queens Park Rangers,65,62,64,59,64
1016,228616,D. Bertaud,France,Montpellier HSC,67,60,58,59,70
1017,187144,Cho Soo Hyuk,Korea Republic,Ulsan Hyundai FC,61,66,62,65,63
1018,230674,F. Alastra,Italy,Palermo,65,62,62,60,69
1019,214035,J. Mart?nez,Colombia,Envigado FC,65,62,62,65,63
1020,222485,B. Bellot,Germany,Brøndby IF,64,61,68,59,66
1021,54037,T. Berni,Italy,Inter,64,60,59,64,66
1022,156438,T. Gebauer,Austria,LASK Linz,63,65,61,66,60
1023,240662,F. Torgnascioli,Uruguay,CD Everton de Vi?a del Mar,64,61,63,60,71
1024,189718,A. Etemadi,Iran,De Graafschap,65,63,66,59,66
1025,210711,B. Rowe,United States,Vancouver Whitecaps FC,65,64,63,61,68
1026,229655,Alberto Varo,Spain,CD Lugo,61,63,64,62,65
1027,214041,S. Londo?o,Colombia,Envigado FC,66,61,57,65,66
1028,176922,F. Assmann,Argentina,Club Atl?tico Aldosivi,70,52,67,67,66
1029,155422,J. Szmatuła,Poland,Piast Gliwice,63,64,66,66,65
1030,185118,M. Perdiji?,Croatia,Zagł?bie Sosnowiec,66,64,62,65,63
1031,230694,I. ?ipe,Turkey,Galatasaray SK,63,66,64,64,64
1032,160295,E. Galekovic,Australia,Melbourne City FC,65,63,64,63,60
1033,197928,J. Bond,England,West Bromwich Albion,65,61,61,62,64
1034,231720,Q. Braat,France,FC Nantes,67,65,61,61,66
1035,209193,P. Wiegers,Germany,SG Dynamo Dresden,64,65,60,57,67
1036,222514,F. Woodman,England,Newcastle United,66,60,55,63,65
1037,235574,Lucas Fran?a,Brazil,CD Nacional,64,58,59,64,65
1038,192316,G. Kongshavn,Norway,Tromsø IL,67,64,63,62,64
1039,210502,M. Kuttin,Austria,FC Admira Wacker M?dling,65,60,69,61,66
1040,202570,J. Maurer,United States,FC Dallas,66,63,64,66,66
1041,211537,J. Hamilton,Scotland,Dundee FC,66,60,55,65,68
1042,225361,L. McGee,England,Portsmouth,69,59,54,60,70
1043,207443,P. Charruau,France,Red Star FC,66,61,58,64,66
1044,227668,S. Ichazo,Uruguay,Torino,62,62,67,62,61
1045,122718,P. Heerwagen,Germany,FC Ingolstadt 04,66,62,55,63,65
1046,218212,A. Noppert,Netherlands,Foggia,66,61,62,65,61
1047,190822,E. Johansen,Norway,Sandefjord Fotball,60,63,65,61,69
1048,211053,L. H?gg-Johansson,Sweden,Kalmar FF,66,60,63,63,64
1049,240752,O. Mandanda,France,FC Girondins de Bordeaux,67,63,59,63,66
1050,152690,D. Konstantopoulos,Greece,Middlesbrough,65,63,60,67,61
1051,214131,R. S?nchez,Colombia,Millonarios FC,65,63,58,64,62
1052,226675,F. Lanzillotta,Argentina,Argentinos Juniors,65,64,60,62,67
1053,223352,L. L?pez,Honduras,Los Angeles FC,64,64,61,61,64
1054,213626,F. Hurtado,Chile,CD Antofagasta,64,66,62,61,64
1055,220542,R. Qui?onez,Bolivia,,66,63,66,62,66
1056,165502,J. Lillis,England,Rochdale,66,63,62,57,66
1057,161921,P. Leciejewski,Poland,Zagł?bie Lubin,61,63,60,62,64
1058,209027,A. Al Kassar,Saudi Arabia,Al Faisaly,65,61,56,63,68
1059,193411,K. Fickentscher,Switzerland,FC Sion,61,59,57,65,71
1060,199812,R. Allsop,England,Wycombe Wanderers,65,57,65,61,67
1061,140420,B. Murphy,Republic of Ireland,Cardiff City,65,59,56,65,67
1062,239499,K. Eisele,Germany,Hallescher FC,66,63,63,60,69
1063,187275,Hong Jung Nam,Korea Republic,Jeonbuk Hyundai Motors,65,63,62,64,62
1064,240781,Edu Frias,Spain,RCD Espanyol,64,66,61,62,66
1065,238734,T. M?ller,Germany,Hallescher FC,67,59,61,61,68
1066,232082,A. Tarbell,United States,San Jose Earthquakes,67,64,64,66,66
1067,199321,T. Hol?,Czech Republic,Gillingham,68,58,57,63,68
1068,148634,B. Vandenbussche,Belgium,KSV Cercle Brugge,58,68,62,75,56
1069,216478,J. Mitchell,England,Oxford United,63,62,63,63,65
1070,184222,J. Rask,Denmark,Hobro IK,63,66,53,63,66
1071,214432,J. Valencia,Colombia,Rionegro ?guilas,68,59,62,59,68
1072,220833,A. Mandrea,France,Angers SCO,68,56,58,60,72
1073,230818,H. Canbazo?lu,Turkey,BB Erzurumspor,65,65,58,59,68
1074,211883,K. M?ller,Germany,FC St. Pauli,63,60,58,63,66
1075,232107,E. Oelschl?gel,Germany,Borussia Dortmund,67,60,57,58,68
1076,203440,D. Davari,Iran,MSV Duisburg,67,53,69,64,67
1077,244912,T. Sugeno,Japan,Hokkaido Consadole Sapporo,70,55,57,63,66
1078,191153,R. Sandberg,Sweden,Stabæk Fotball,65,60,58,63,67
1079,223923,L. Santelices,Chile,Curic? Unido,61,65,62,61,64
1080,229817,R. Swete,Austria,TSV Hartberg,63,58,64,67,65
1081,229052,O. ?zen?,Turkey,Antalyaspor,62,63,62,65,66
1082,182206,R. O'Donnell,England,Bradford City,65,60,61,61,64
1083,210368,J. Duncan,Australia,Al Qadisiyah,65,62,60,62,66
1084,238018,D. van Crooij,Netherlands,VVV-Venlo,66,65,60,65,63
1085,214981,E. Mastrol?a,Argentina,Club Atl?tico Talleres,64,60,61,69,63
1086,214471,A. Cadavid,Colombia,Itag?? Leones FC,66,60,53,63,66
1087,223175,O. Kocuk,Turkey,Bursaspor,65,67,59,58,66
1088,169415,E. Hern?ndez,Mexico,Club Atlas,71,54,60,63,66
1089,216779,F. Ruberto,Switzerland,FC Thun,68,65,64,60,65
1090,235213,?lex Craninx,Belgium,Molde FK,66,70,68,58,59
1091,191437,A. Al Mazaidi,Saudi Arabia,Al Fateh,61,68,66,64,62
1092,206032,Pol,Spain,CF Reus Deportiu,59,71,61,62,59
1093,187857,G. Sandomierski,Poland,Jagiellonia Białystok,58,63,68,61,68
1094,222418,N. Losada,Argentina,Deportivo Pasto,70,55,60,58,69
1095,213206,B. Stuver,United States,New York City FC,67,64,62,62,64
1096,207833,Leonardo,Brazil,Portimonense SC,62,62,62,62,68
1097,190169,D. Telgenkamp,Netherlands,FC Emmen,68,63,60,62,65
1098,206555,C. Pym,England,Exeter City,64,63,65,62,67
1099,243675,K. Scherpen,Netherlands,FC Emmen,64,63,61,63,65
1100,210652,B. Maga?a,United States,U.N.A.M.,62,66,58,63,61
1101,111328,L. McCormick,England,Swindon Town,60,63,62,61,60
1102,187619,C. Patterson-Sewell,United States,Toronto FC,65,60,67,65,66
1103,204773,M. Jeannin,Algeria,Clermont Foot 63,66,61,61,65,66
1104,182761,A. Legzdins,England,Burnley,64,61,62,64,65
1105,238570,Song Bum Keun,Korea Republic,Jeonbuk Hyundai Motors,64,63,64,65,63
1106,183789,M. Howard,England,Blackpool,61,63,61,63,68
1107,245487,Diogo Silva,Portugal,CD Tondela,62,61,63,69,62
1108,161776,C. Logan,Republic of Ireland,Mansfield Town,62,60,64,62,66
1109,205554,L. Zima,Czech Republic,Livorno,68,59,63,61,64
1110,240371,A. Jakubech,Slovakia,LOSC Lille,63,62,64,61,66
1111,233976,Nelson Freitosa,Brazil,Cear? Sporting Club,59,47,66,72,74
1112,139257,D. Lopar,Switzerland,FC St. Gallen,65,63,60,63,60
1113,200955,A. ?zer,Turkey,Fortuna Sittard,66,64,62,63,64
1114,210428,P. Bajza,Slovakia,Vejle Boldklub,66,57,61,63,70
1115,226300,U. ?akır,Turkey,Trabzonspor,64,62,64,60,67
1116,214272,P. Soto,Chile,Colo-Colo,64,61,62,63,64
1117,236033,Dani C?rdenas,Spain,Levante UD,60,62,58,55,69
1118,243201,?lex Dom?nguez,Spain,Deportivo Alav?s,60,61,63,59,64
1119,189955,O. S?derberg,Sweden,Kalmar FF,61,63,61,64,64
1120,239364,P. K?hn,Switzerland,FC Red Bull Salzburg,64,63,60,66,63
1121,240135,Nuno Macedo,Portugal,Moreirense FC,65,63,66,61,64
1122,177672,D. Da Costa,Switzerland,FC Lugano,63,63,57,61,61
1123,225548,A. Dagriri,Saudi Arabia,Al Hazem,63,60,64,62,64
1124,234000,Sander Asevedo,Brazil,Paran?,68,59,47,60,58
1125,193555,M. Mi?kiewicz,Poland,Korona Kielce,61,64,48,69,63
1126,243735,A. Spahic,Bosnia Herzegovina,FC Energie Cottbus,60,61,60,68,65
1127,245783,Paulo V?tor,Brazil,Rio Ave FC,63,62,74,63,57
1128,203034,J. Day,England,Newport County,64,56,55,62,70
1129,207899,Neto,Brazil,Am?rica de Cali,66,61,60,54,69
1130,230171,Carlos Travisso,Brazil,Vit?ria,68,43,64,64,72
1131,182047,Wu Yan,China PR,Henan Jianye FC,61,62,58,64,64
1132,228385,H. Burgoyne,England,Plymouth Argyle,65,62,61,61,64
1133,104737,B. Roche,Republic of Ireland,Morecambe,59,65,62,69,63
1134,202786,R. S?nchez,Mexico,Chicago Fire,70,59,63,58,68
1135,171555,J. Mucha,Slovakia,Hamilton Academical FC,63,67,64,55,63
1136,170280,J. McKeown,Republic of Ireland,Grimsby Town,62,57,57,61,64
1137,216106,M. Van Damme,Belgium,KSV Cercle Brugge,63,61,60,59,66
1138,214571,J. Escobar,Colombia,Jaguares de C?rdoba,62,63,59,64,62
1139,208684,C. Dobnik,Austria,Wolfsberger AC,65,59,63,65,63
1140,222510,I. Pomazun,Russia,PFC CSKA Moscow,62,64,68,60,66
1141,221235,A. Mosquera,Colombia,Independiente Medell?n,67,56,58,62,65
1142,203316,A. Smith,England,Bristol Rovers,64,58,63,61,68
1143,178485,B. Olejnik,Austria,Mansfield Town,65,61,58,60,63
1144,187959,M. Pe?kovi?,Slovakia,Cracovia,60,63,61,63,62
1145,231993,Chi Wenyi,China PR,Beijing Sinobo Guoan FC,63,60,65,63,64
1146,228410,D. Iversen,Denmark,Oldham Athletic,67,61,60,63,66
1147,219967,D. Hładun,Poland,Zagł?bie Lubin,62,64,62,61,63
1148,163135,M. Tørnes,Denmark,Vendsyssel FF,62,62,60,63,65
1149,205377,D. L?on,France,Stade Brestois 29,61,62,60,63,65
1150,234049,B. Niasse,Senegal,KAS Eupen,74,60,56,51,65
1151,235597,M. Al Anazi,Saudi Arabia,Al Batin,63,59,59,65,66
1152,191827,Yoo Hyun,Korea Republic,FC Seoul,68,53,74,65,63
1153,118868,C. K?llqvist,Sweden,BK H?cken,55,65,64,66,59
1154,213589,J. Mu?oz,Chile,Audax Italiano,64,61,60,62,65
1155,19541,G. Morris,England,Crawley Town,67,58,62,63,66
1156,209750,I. Lawlor,Republic of Ireland,Doncaster Rovers,65,60,61,61,64
1157,210006,T. D?hne,Germany,Wisła Płock,65,59,54,61,67
